county_name,state_name,fips,area_ha,farm_cnt,farm_area_mean_ac,farm_area_km2,corn_planted_ac,soy_planted_ac,corn_harvest_ac,corn_harvest_ha,soy_harvest_ac,soy_harvest_ha,corn_yield_bu_per_ac,corn_yield_kg_per_ha,soy_yield_bu_per_ac,soy_yield_kg_per_ha,corn_econ_loss_usd,soy_econ_loss_usd,farm_econ_loss_mean_usd,farm_econ_loss_min_usd,farm_econ_loss_max_usd,econ_loss_mean_usd,econ_loss_min_usd,econ_loss_max_usd,econ_loss_usd_per_ha,econ_loss_usd_per_km2,topsoil_loss_km2,topsoil_loss_frac,topsoil_loss_error_frac,state_econ_loss_usd,state_topsoil_loss_frac
Montgomery,Indiana,18107,97494.0752,732,392,974.940752,117000,117300,116325,47111.625,117080,47417.4,195,12229.62963,61,4096.790123,5789073.205,4794793.037,17234.83813,15166.65755,19303.0187,10583866.24,9313802.293,11853930.19,108.5590711,285.4384977,285.4384977,0.292775225,0.116875854,336724056,0.298003895
Morgan,Indiana,18109,37363.6128,583,235,373.636128,41400,43040,40980,16596.9,42820,17342.1,176,11038.02469,53,3559.506173,1924608.631,1593075.241,8960.470827,7885.214328,10035.72733,3517683.872,3095561.807,3939805.936,94.14731628,114.377243,114.377243,0.306119335,0.120571188,336724056,0.298003895
Noble,Indiana,18113,54859.9136,1163,156,548.599136,62400,60020,58360,23635.8,59920,24267.6,166,10410.8642,50,3358.024691,2878435.597,2341698.097,6011.822206,5290.403542,6733.240871,5220133.694,4593717.651,5846549.738,95.15388107,186.9912217,186.9912217,0.340852199,0.130935503,336724056,0.298003895
Porter,Indiana,18127,50772.4752,481,251,507.724752,60400,56080,59600,24138,56000,22680,173,10849.87654,55,3693.82716,2570691.811,2020060.218,9191.454537,8088.479992,10294.42908,4590752.029,4039861.786,5141642.273,90.41812539,145.2174951,145.2174951,0.286016182,0.115311922,336724056,0.298003895
Pulaski,Indiana,18131,80800.8128,536,404,808.008128,102400,74060,100500,40702.5,73960,29953.8,155,9720.987654,49,3290.864198,3860229.761,2362459.247,12600.81849,11088.72027,14112.9167,6222689.009,5475966.328,6969411.69,77.01270313,229.7016307,229.7016307,0.284281337,0.115662822,336724056,0.298003895
Putnam,Indiana,18133,63293.984,847,233,632.93984,69000,71900,68375,27691.875,71800,29079,180,11288.88889,56,3760.987654,3517738.749,3023167.136,9751.836508,8581.616127,10922.05689,6540905.886,5755997.179,7325814.592,103.3416681,207.5339372,207.5339372,0.327888883,0.125185129,336724056,0.298003895
Randolph,Indiana,18135,91602.6688,772,312,916.026688,99800,113600,98200,39771,113380,45918.9,168,10536.2963,54,3626.666667,4339832.046,4236803.417,11830.91793,10411.20778,13250.62809,8576635.464,7547439.208,9605831.719,93.62866362,276.4351303,276.4351303,0.301776284,0.120172665,336724056,0.298003895
Rush,Indiana,18139,87912.0304,601,345,879.120304,106600,101440,105340,42662.7,101380,41058.9,188,11790.61728,58,3895.308642,5005749.677,3909796.86,14170.12819,12469.7128,15870.54357,8915546.537,7845680.952,9985412.121,101.4144082,254.9172527,254.9172527,0.289968565,0.116262199,336724056,0.298003895
St. Joseph,Indiana,18141,50536.4192,691,220,505.364192,67400,46800,65700,26608.5,46640,18889.2,160,10034.5679,50,3358.024691,2663717.405,1554487.702,7437.053931,6544.607459,8329.500403,4218205.107,3712020.495,4724389.72,83.46861876,146.906231,146.906231,0.290693787,0.117043742,336724056,0.298003895
Shelby,Indiana,18145,82397.9424,569,410,823.979424,90600,98000,90100,36490.5,97860,39633.3,176,11038.02469,57,3828.148148,4016814.695,3716895.523,15585.12924,13714.91373,17455.34475,7733710.217,6805664.991,8661755.443,93.85805024,239.4383214,239.4383214,0.290587743,0.11667889,336724056,0.298003895
Starke,Indiana,18149,46004.0928,511,261,460.040928,55500,36680,54500,22072.5,36620,14831.1,141,8842.962963,48,3223.703704,1874703.343,1128060.688,6899.54203,6071.596986,7727.487073,3002764.03,2642432.347,3363095.714,65.27167144,128.7497409,128.7497409,0.27986584,0.114157225,336724056,0.298003895
Steuben,Indiana,18151,28894.9728,562,186,288.949728,41750,34940,39125,15845.625,34880,14126.4,153,9595.555556,47,3156.54321,1900300.912,1369010.812,8523.186849,7500.404427,9545.969271,3269311.724,2876994.317,3661629.131,113.1446548,105.2281268,105.2281268,0.364174514,0.136588923,336724056,0.298003895
Tippecanoe,Indiana,18157,81263.7488,702,314,812.637488,97500,92525,96400,39042,92075,37290.375,183,11477.03704,57,3828.148148,4332681.47,3390792.155,12086.49804,10636.11828,13536.87781,7723473.625,6796656.79,8650290.46,95.04205428,228.9593825,228.9593825,0.281748487,0.114065364,336724056,0.298003895
Tipton,Indiana,18159,56624.304,377,385,566.24304,68600,74675,67860,27483.3,74575,30202.875,194,12166.91358,60,4029.62963,3058546.221,2734638.498,15952.55506,14038.24845,17866.86167,5793184.72,5098002.553,6488366.886,102.3091554,150.9160027,150.9160027,0.266521603,0.109716643,336724056,0.298003895
Union,Indiana,18161,27475.9872,242,308,274.759872,32100,32120,31760,12862.8,32040,12976.2,187,11727.90123,58,3895.308642,1643158.038,1352488.822,13600.12969,11968.11413,15232.14526,2995646.86,2636169.237,3355124.483,109.0278154,87.20542333,87.20542333,0.317387771,0.122630117,336724056,0.298003895
Wabash,Indiana,18169,73148.6112,745,265,731.486112,76600,89720,75000,30375,89460,36231.3,173,10849.87654,52,3492.345679,3537955.05,3336822.692,10086.8015,8876.38532,11297.21768,6874777.742,6049804.413,7699751.071,93.98370836,228.8147324,228.8147324,0.312808034,0.122844405,336724056,0.298003895
Wayne,Indiana,18177,57455.7184,805,194,574.557184,63800,70480,62380,25263.9,70400,28512,175,10975.30864,56,3760.987654,3147009.628,2989725.303,8391.910797,7384.881501,9398.940092,6136734.932,5400326.74,6873143.123,106.8080794,190.0119285,190.0119285,0.330710213,0.127504963,336724056,0.298003895
Wells,Indiana,18179,75077.9312,636,315,750.779312,77750,101640,75875,30729.375,101020,40913.1,172,10787.16049,54,3626.666667,3181756.863,3498621.1,11351.52774,9989.344411,12713.71107,6680377.963,5878732.607,7482023.319,88.97924938,209.983461,209.983461,0.27968733,0.113725887,336724056,0.298003895
White,Indiana,18181,104503.8048,631,457,1045.038048,142600,107520,141000,57105,107360,43480.8,178,11163.45679,57,3828.148148,5929768.968,3803399.674,17238.2577,15169.66678,19306.84863,9733168.642,8565188.405,10901148.88,93.1369787,283.2459538,283.2459538,0.271038891,0.111471767,336724056,0.298003895
Whitley,Indiana,18183,56017.9968,710,197,560.179968,59000,63520,57600,23328,63300,25636.5,167,10473.58025,52,3492.345679,2850683.219,2566096.632,7714.98099,6789.183271,8640.778709,5416779.851,4766766.269,6066793.433,96.69713593,190.4454201,190.4454201,0.33997185,0.131031402,336724056,0.298003895
Clearwater,Minnesota,27029,40589.4864,519,322,405.894864,4220,22566,2540,1028.7,22333,9044.865,105,6585.185185,38,2552.098765,85024.77092,711719.8289,2559.861493,2252.678114,2867.044872,796744.5998,701135.2478,892353.9518,19.62933435,148.446159,148.446159,0.36572564,0.137124027,548010849,0.331224973
Beltrami,Minnesota,27007,46076.6,573,315,460.766,5100,3533,2435,986.175,3433,1390.365,138,8654.814815,26,1746.17284,102446.6182,71585.10637,481.8519002,424.0296722,539.6741282,174031.7246,153147.9176,194915.5315,3.77700882,161.1509811,161.1509811,0.349745817,0.132635476,548010849,0.331224973
DuPage,Illinois,17043,2433.2128,74,98,24.332128,2800,2500,2700,1093.5,2400,972,144,9031.111111,43,2887.901235,105048.3773,73349.76681,2909.988941,2560.790268,3259.187614,178398.1441,156990.3668,199805.9214,73.31793755,7.541819573,7.541819573,0.309953144,0.122524246,359492969,0.313723646
Adams,Illinois,17001,132270.3952,1298,299,1322.703952,157200,130500,154980,62766.9,129740,52544.7,188,11790.61728,54,3626.666667,4080434.162,2581050.315,6098.662225,5366.822758,6830.501692,6661484.477,5862106.34,7460862.614,50.36262625,488.7607361,488.7607361,0.36951635,0.134128852,359492969,0.313723646
Boone,Illinois,17007,58205.6064,479,281,582.056064,68720,43740,66860,27078.3,43500,17617.5,194,12166.91358,57,3828.148148,1373014.67,690441.8954,4034.51985,3550.377468,4518.662232,2063456.565,1815841.777,2311071.353,35.45116515,162.5671093,162.5671093,0.279298025,0.113536428,359492969,0.313723646
Calhoun,Illinois,17013,18509.816,478,184,185.09816,20700,20475,20066,8126.73,20000,8100,169,10599.01235,53,3559.506173,514203.1706,422813.7004,3772.403638,3319.715202,4225.092075,937016.871,824574.8465,1049458.895,50.62270046,74.05427411,74.05427411,0.400081093,0.138386569,359492969,0.313723646
Carroll,Illinois,17015,82521.8784,643,398,825.218784,143900,43700,141900,57469.5,43340,17552.7,217,13609.38272,65,4365.432099,4346374.282,1046027.747,10532.97986,9269.022277,11796.93744,5392402.03,4745313.786,6039490.273,65.3451198,307.3370286,307.3370286,0.372430966,0.136382693,359492969,0.313723646
Fulton,Illinois,17057,119548.3024,970,366,1195.483024,129800,115000,125680,50900.4,114580,46404.9,195,12229.62963,57,3828.148148,3178813.948,2228455.41,6704.566445,5900.018472,7509.114419,5407269.357,4758397.035,6056141.68,45.23083347,409.1367868,409.1367868,0.342235547,0.127060037,359492969,0.313723646
Henderson,Illinois,17071,66268.2368,396,433,662.682368,96820,59300,94740,38369.7,59060,23919.3,208,13044.93827,57,3828.148148,2454758.134,1103154.241,9415.269423,8285.437093,10545.10175,3557912.375,3130962.89,3984861.86,53.68955848,217.810192,217.810192,0.328679625,0.125835716,359492969,0.313723646
Henry,Illinois,17073,172451.8848,1373,349,1724.518848,230800,172800,228500,92542.5,172380,69813.9,206,12919.50617,59,3962.469136,6120877.878,3479005.587,7868.255716,6924.06503,8812.446402,9599883.465,8447897.449,10751869.48,55.66702548,591.6829097,591.6829097,0.343100286,0.13008389,359492969,0.313723646
Jersey,Illinois,17083,49291.592,509,305,492.91592,65200,51375,64275,26031.375,51100,20695.5,176,11038.02469,53,3559.506173,1491382.033,939262.2585,6091.207932,5360.26298,6822.152883,2430644.292,2138966.977,2722321.607,49.31153962,171.4619619,171.4619619,0.347852352,0.128610025,359492969,0.313723646
Jo Daviess,Illinois,17085,91965.608,935,291,919.65608,99420,43725,93320,37794.6,43325,17546.625,194,12166.91358,55,3693.82716,2867219.807,992754.2096,4946.601752,4353.009542,5540.193963,3859974.016,3396777.134,4323170.898,41.97192951,384.3003363,384.3003363,0.417873969,0.143949364,359492969,0.313723646
Knox,Illinois,17095,128264.7888,856,406,1282.647888,158100,127700,156460,63366.3,127520,51645.6,216,13546.66667,62,4163.950617,4427912.969,2725009.001,9169.741521,8069.372538,10270.1105,7152921.97,6294571.334,8011272.606,55.76684012,443.4148561,443.4148561,0.345702714,0.129528211,359492969,0.313723646
Logan,Illinois,17107,141430.8608,779,466,1414.308608,192000,145500,189640,76804.2,145080,58757.4,214,13421.23457,64,4298.271605,3708226.971,2231855.421,7926.641636,6975.44464,8877.838632,5940082.392,5227272.505,6652892.279,41.9999027,340.9789453,340.9789453,0.241092321,0.102105811,359492969,0.313723646
McDonough,Illinois,17109,118108.1408,740,395,1181.081408,147500,116800,145760,59032.8,116480,47174.4,209,13107.65432,62,4163.950617,2953352.578,1841745.643,6494.859988,5715.47679,7274.243187,4795098.221,4219686.435,5370510.008,40.59921855,302.1142946,302.1142946,0.255794641,0.106415969,359492969,0.313723646
Mercer,Illinois,17131,106917.0448,715,352,1069.170448,140000,106700,138840,56230.2,106320,43059.6,216,13546.66667,59,3962.469136,4152240.379,2284741.442,8582.879652,7552.934094,9612.825211,6436981.82,5664544.002,7209419.639,60.20538477,390.5906722,390.5906722,0.365321239,0.134041236,359492969,0.313723646
Ogle,Illinois,17141,156074.2976,1148,328,1560.742976,227000,105280,222700,90193.5,104800,42444,201,12605.92593,61,4096.790123,5394062.978,2026500.915,6315.887514,5557.981013,7073.794016,7420563.893,6530096.226,8311031.56,47.54507313,496.2401705,496.2401705,0.317951244,0.124523053,359492969,0.313723646
Peoria,Illinois,17143,91514.888,917,273,915.14888,107500,86240,105660,42792.3,85880,34781.4,212,13295.80247,61,4096.790123,2871057.288,1766335.552,5602.731431,4930.403659,6275.059202,4637392.84,4080905.699,5193879.981,50.67364384,309.4909355,309.4909355,0.338186433,0.127438287,359492969,0.313723646
Rock Island,Illinois,17161,54502.1264,666,224,545.021264,66180,46360,64160,25984.8,45960,18613.8,207,12982.22222,58,3895.308642,1877738.423,991435.2463,4775.803304,4202.706907,5348.8997,2869173.67,2524872.829,3213474.51,52.64333448,203.3174382,203.3174382,0.373044965,0.135433569,359492969,0.313723646
Stark,Illinois,17175,64073.6064,348,483,640.736064,92780,68475,91940,37235.7,68175,27610.875,221,13860.24691,62,4163.950617,2577494.604,1410502.227,12175.24725,10714.21758,13636.27692,3987996.831,3509437.212,4466556.451,62.24086727,214.4573577,214.4573577,0.334704678,0.128179807,359492969,0.313723646
Stephenson,Illinois,17177,118607.4384,1087,324,1186.074384,176500,82340,168560,68266.8,81900,33169.5,202,12668.64198,61,4096.790123,4491679.112,1733694.277,6887.371543,6060.886958,7713.856128,6225373.388,5478328.582,6972418.195,52.48720883,412.8340849,412.8340849,0.348067617,0.132287327,359492969,0.313723646
Warren,Illinois,17187,115018.7152,605,559,1150.187152,156600,118300,154920,62742.6,118120,47838.6,226,14173.82716,62,4163.950617,4305853.812,2369269.314,13138.85742,11562.19453,14715.52031,6675123.126,5874108.351,7476137.901,58.03510424,373.2266577,373.2266577,0.324492112,0.12441166,359492969,0.313723646
Whiteside,Illinois,17195,142239.5472,1110,363,1422.395472,230800,89840,228000,92340,89400,36207,198,12417.77778,60,4029.62963,5375835.091,1680314.667,7293.04808,6417.882311,8168.21385,7056149.758,6209411.787,7902887.729,49.60750999,446.9171821,446.9171821,0.314200369,0.122270267,359492969,0.313723646
Winnebago,Illinois,17201,79658.8624,807,227,796.588624,83400,49300,81400,32967,49040,19861.2,187,11727.90123,53,3559.506173,1830660.65,822288.3067,3061.791933,2694.376901,3429.206965,2652948.956,2334595.082,2971302.831,33.30387701,252.7765168,252.7765168,0.317323784,0.124299735,359492969,0.313723646
Adair,Iowa,19001,110385.7104,726,446,1103.857104,110700,107400,106640,43189.2,106380,43083.9,171,10724.44444,53,3559.506173,2969885.257,2415545.528,8812.466389,7754.970422,9869.962355,5385430.785,4739179.091,6031682.479,48.78739074,474.3479965,474.3479965,0.429718661,0.150538101,724886364,0.365028821
Adams,Iowa,19003,78049.344,467,491,780.49344,73280,69480,70720,28641.6,69180,28017.9,175,10975.30864,51,3425.185185,2005068.181,1503680.358,8939.62915,7866.873652,10012.38465,3508748.539,3087698.714,3929798.364,44.95551608,333.6405986,333.6405986,0.427473931,0.147917749,724886364,0.365028821
Allamakee,Iowa,19005,75603.8,1011,286,756.038,92300,33000,77920,31557.6,32760,13267.8,188,11790.61728,53,3559.506173,2578672.081,804016.6382,5182.501862,4560.601639,5804.402086,3382688.719,2976766.072,3788611.365,44.74231082,351.1508626,351.1508626,0.464461922,0.149746264,724886364,0.365028821
Appanoose,Iowa,19007,67930.8688,744,252,679.308688,32500,43980,31150,12615.75,43740,17714.7,170,10661.7284,48,3223.703704,852219.0689,888833.1416,2615.773826,2301.880967,2929.666686,1741052.211,1532125.945,1949978.476,25.6297651,288.4511231,288.4511231,0.424624516,0.146138415,724886364,0.365028821
Audubon,Iowa,19009,87474.9488,622,451,874.749488,111300,95460,109580,44379.9,94980,38466.9,194,12166.91358,56,3760.987654,3407097.042,2242475.041,11796.77843,10381.16501,13212.39184,5649572.083,4971623.433,6327520.733,64.58502874,369.9099083,369.9099083,0.42287525,0.149495247,724886364,0.365028821
Benton,Iowa,19011,153105.8496,1215,347,1531.058496,196000,157900,192180,77832.9,156260,63285.3,200,12543.20988,57,3828.148148,5017089.563,3058385.973,7412.433669,6522.941629,8301.92571,8075475.537,7106418.472,9044532.601,52.74439584,527.3102861,527.3102861,0.344408974,0.131357987,724886364,0.365028821
Black Hawk,Iowa,19013,112048.2192,924,321,1120.482192,147600,94840,145180,58797.9,94140,38126.7,195,12229.62963,56,3760.987654,3427517.849,1679022.403,5924.911349,5213.921987,6635.900711,5106540.253,4493755.423,5719325.083,45.57448828,357.9349202,357.9349202,0.319447219,0.125174173,724886364,0.365028821
Bremer,Iowa,19017,92421.3024,982,276,924.213024,124100,72540,121180,49077.9,71860,29103.3,199,12480.49383,56,3760.987654,2766876.288,1214610.148,4815.454254,4237.599744,5393.308765,3981486.436,3503708.064,4459264.808,43.0797482,279.7941251,279.7941251,0.3027377,0.120365349,724886364,0.365028821
Buchanan,Iowa,19019,126113.672,1075,318,1261.13672,191600,83900,187660,76002.3,83480,33809.4,198,12417.77778,55,3693.82716,4494166.867,1460876.051,6081.418178,5351.647997,6811.188359,5955042.918,5240437.768,6669648.068,47.21964576,402.4716113,402.4716113,0.319134004,0.124918152,724886364,0.365028821
Butler,Iowa,19023,127364.0048,1096,331,1273.640048,167700,105400,164900,66784.5,104660,42387.3,197,12355.06173,54,3626.666667,3872880.908,1772465.127,5941.921063,5228.890535,6654.95159,5645346.035,4967904.511,6322787.56,44.32450161,400.6404152,400.6404152,0.314563299,0.123675126,724886364,0.365028821
Carroll,Iowa,19027,123921.3696,1065,337,1239.213696,188000,115400,184660,74787.3,114740,46469.7,201,12605.92593,58,3895.308642,5121858.324,2415780.437,8301.833893,7305.613826,9298.05396,7537638.761,6633122.109,8442155.412,60.82598009,451.196443,451.196443,0.36409898,0.135921925,724886364,0.365028821
Cass,Iowa,19029,115683.12,703,412,1156.8312,133000,120600,130060,52674.3,120040,48616.2,185,11602.46914,55,3693.82716,3716479.775,2682630.885,9230.003519,8122.403097,10337.60394,6399110.66,5631217.381,7167003.939,55.31585472,471.4624175,471.4624175,0.407546423,0.144682665,724886364,0.365028821
Cedar,Iowa,19031,116245.1584,955,327,1162.451584,156600,117200,154780,62685.9,116340,47117.7,206,12919.50617,58,3895.308642,4509870.664,2510701.175,7998.349731,7038.547763,8958.151699,7020571.838,6178103.218,7863040.459,60.39453114,433.8281093,433.8281093,0.373201013,0.137226044,724886364,0.365028821
Cherokee,Iowa,19035,124799.64,805,419,1247.9964,150100,134400,145880,59081.4,133260,53970.3,205,12856.79012,62,4163.950617,3873341.197,2815033.62,9094.447425,8003.113734,10185.78112,6688374.817,5885769.839,7490979.795,53.59290153,426.491384,426.491384,0.341740877,0.129770539,724886364,0.365028821
Chickasaw,Iowa,19037,105801.7808,1036,289,1058.017808,151900,88040,145640,58984.2,87540,35453.7,190,11916.04938,51,3425.185185,3258200.795,1382853.715,5134.244631,4518.135276,5750.353987,4641054.51,4084127.968,5197981.051,43.86556138,328.698212,328.698212,0.31067361,0.122723519,724886364,0.365028821
Clarke,Iowa,19039,63654.9072,627,269,636.549072,35825,38600,33300,13486.5,38425,15562.125,159,9971.851852,45,3022.222222,901406.9239,774393.8052,2868.12311,2523.948337,3212.297884,1675800.729,1474704.642,1876896.817,26.32633999,285.9382213,285.9382213,0.449200594,0.151317983,724886364,0.365028821
Clayton,Iowa,19043,102379.8288,1577,252,1023.798288,152200,56940,144380,58473.9,56600,22923,198,12417.77778,57,3828.148148,4959319.995,1472302.804,6411.530772,5642.14708,7180.914465,6431622.799,5659828.063,7203417.534,62.82119119,468.6246109,468.6246109,0.457731388,0.15033958,724886364,0.365028821
Clinton,Iowa,19045,128636.352,1244,335,1286.36352,193300,117100,188820,76472.1,116440,47158.2,204,12794.07407,58,3895.308642,5365481.031,2474666.286,8269.139872,7276.843087,9261.436657,7840147.318,6899329.639,8780964.996,60.9481472,472.77555,472.77555,0.367528729,0.134297825,724886364,0.365028821
Crawford,Iowa,19047,133934.8832,900,501,1339.348832,212800,147100,209400,84807,146440,59308.2,206,12919.50617,60,4029.62963,7011477.766,3756925.494,16313.62055,14355.98609,18271.25502,10768403.26,9476194.869,12060611.65,80.40028858,574.4075727,574.4075727,0.428870776,0.150032231,724886364,0.365028821
Davis,Iowa,19051,72488.8784,917,233,724.888784,49525,51440,46125,18680.625,51100,20695.5,155,9720.987654,47,3156.54321,1137252.925,1004994.515,2788.747517,2454.097815,3123.397219,2142247.44,1885177.747,2399317.133,29.55277399,304.2433926,304.2433926,0.419710443,0.145014899,724886364,0.365028821
Decatur,Iowa,19053,74913.9232,711,326,749.139232,34975,41800,33275,13476.375,41400,16767,169,10599.01235,47,3156.54321,940916.3103,856446.7694,3167.713521,2787.587898,3547.839143,1797363.08,1581679.51,2013046.649,23.99237689,330.72693,330.72693,0.441475918,0.148803569,724886364,0.365028821
Delaware,Iowa,19055,116322.3376,1382,265,1163.223376,193600,59300,183980,74511.9,59040,23911.2,202,12668.64198,59,3962.469136,4936746.172,1217231.333,5677.977673,4996.620352,6359.334993,6153977.505,5415500.204,6892454.806,52.90452059,407.7018905,407.7018905,0.350493206,0.132544559,724886364,0.365028821
Des Moines,Iowa,19057,63274.0128,663,260,632.740128,70900,64860,69880,28301.4,64520,26130.6,196,12292.34568,58,3895.308642,1726200.277,1240682.095,4937.456943,4344.96211,5529.951776,2966882.372,2610856.488,3322908.257,46.88942966,210.4109719,210.4109719,0.33253932,0.125177458,724886364,0.365028821
Dubuque,Iowa,19061,89946.9136,1462,199,899.469136,149700,39500,138420,56060.1,39320,15924.6,203,12731.35802,58,3895.308642,4674243.831,997961.8325,5082.458054,4472.563088,5692.353021,5672205.664,4991540.984,6352870.344,63.06170425,394.7876302,394.7876302,0.438911814,0.148625592,724886364,0.365028821
Fayette,Iowa,19065,142586.32,1286,302,1425.8632,192900,113200,185900,75289.5,112660,45627.3,194,12166.91358,56,3760.987654,4711754.024,2168279.245,5901.666227,5193.46628,6609.866174,6880033.269,6054429.277,7705637.262,48.25170654,491.5188082,491.5188082,0.344716666,0.129926693,724886364,0.365028821
Floyd,Iowa,19067,106870.704,944,337,1068.70704,144300,100480,139640,56554.2,99920,40467.6,188,11790.61728,53,3559.506173,2981554.714,1582192.558,5828.379744,5128.974175,6527.785313,4563747.272,4016097.599,5111396.945,42.70344539,320.2539938,320.2539938,0.299664905,0.119347111,724886364,0.365028821
Fremont,Iowa,19071,94184.5392,533,539,941.845392,116500,111000,115080,46607.4,109980,44541.9,189,11853.33333,54,3626.666667,2993055.335,2149891.349,11919.99829,10489.5985,13350.39809,5142946.685,4525793.082,5760100.287,54.60499917,341.9743211,341.9743211,0.363089658,0.133983305,724886364,0.365028821
Grundy,Iowa,19075,116060.312,737,432,1160.60312,160600,125700,159020,64403.1,124820,50552.1,204,12794.07407,60,4029.62963,3895597.275,2365829.887,9439.051794,8306.365579,10571.73801,6261427.162,5510055.902,7012798.421,53.9497702,367.7364342,367.7364342,0.316849428,0.124302967,724886364,0.365028821
Guthrie,Iowa,19077,102879.7856,829,395,1028.797856,111300,92600,108360,43885.8,92000,37260,188,11790.61728,54,3626.666667,3146107.233,2018292.987,8030.488403,7066.829794,8994.147011,5164400.219,4544672.193,5784128.246,50.19839602,419.2156779,419.2156779,0.407481096,0.144143247,724886364,0.365028821
Harrison,Iowa,19085,116156.032,819,481,1161.56032,179100,130200,176960,71668.8,129520,52455.6,184,11539.75309,53,3559.506173,4516646.854,2504908.442,11775.83338,10362.73338,13188.93339,7021555.296,6178968.66,7864141.931,60.44933849,425.1339232,425.1339232,0.36600245,0.13655757,724886364,0.365028821
Henry,Iowa,19087,72542.528,903,299,725.42528,81840,70140,80540,32618.7,69780,28260.9,191,11978.76543,58,3895.308642,2122984.802,1469321.385,5996.624735,5277.029767,6716.219703,3592306.187,3161229.445,4023382.93,49.52000277,264.1528913,264.1528913,0.364135216,0.132106356,724886364,0.365028821
Howard,Iowa,19089,102423.6528,883,340,1024.236528,130000,88400,125940,51005.7,88040,35656.2,190,11916.04938,53,3559.506173,2857175.689,1465654.17,5811.681729,5114.279921,6509.083536,4322829.859,3804090.276,4841569.442,42.20538656,322.6864331,322.6864331,0.315050698,0.123996674,724886364,0.365028821
Ida,Iowa,19093,91769.4768,547,477,917.694768,127300,97640,123800,50139,97200,39366,209,13107.65432,61,4096.790123,3869192.446,2332412.975,13055.07218,11488.46352,14621.68084,6201605.421,5457412.77,6945798.071,67.5780841,362.0865944,362.0865944,0.394561032,0.142713487,724886364,0.365028821
Iowa,Iowa,19095,99501.8112,1019,330,995.018112,125100,100220,122780,49725.9,99300,40216.5,205,12856.79012,55,3693.82716,3859878.956,2203231.245,8143.918876,7166.648611,9121.189141,6063110.201,5335536.977,6790683.426,60.93467172,402.6094568,402.6094568,0.404625255,0.146317137,724886364,0.365028821
