county_name,state_name,fips,area_ha,farm_cnt,farm_area_mean_ac,farm_area_km2,corn_planted_ac,soy_planted_ac,corn_harvest_ac,corn_harvest_ha,soy_harvest_ac,soy_harvest_ha,corn_yield_bu_per_ac,corn_yield_kg_per_ha,soy_yield_bu_per_ac,soy_yield_kg_per_ha,corn_econ_loss_usd,soy_econ_loss_usd,farm_econ_loss_mean_usd,farm_econ_loss_min_usd,farm_econ_loss_max_usd,econ_loss_mean_usd,econ_loss_min_usd,econ_loss_max_usd,econ_loss_usd_per_ha,econ_loss_usd_per_km2,topsoil_loss_km2,topsoil_loss_frac,topsoil_loss_error_frac,state_econ_loss_usd,state_topsoil_loss_frac
Bureau,Illinois,17011,185626.1312,1056,426,1856.261312,268100,152700,265600,107568,152220,61649.1,204,12794.07407,62,4163.950617,14641698.45,6708919.419,19844.3079,17462.99095,22225.62484,21350617.87,18788543.73,23912692.01,115.0194627,575.4469432,575.4469432,0.310003198,0.121956139,359492969,0.313723646
De Witt,Illinois,17039,88332.9648,511,383,883.329648,104600,98120,103840,42055.2,97900,39649.5,213,13358.51852,65,4365.432099,5418692.607,4101117.656,16717.03619,14710.99184,18723.08053,9519810.264,8377433.032,10662187.5,107.7718866,248.2595669,248.2595669,0.281049739,0.113475733,359492969,0.313723646
Ford,Illinois,17053,118330.2768,546,564,1183.302768,143200,132700,141900,57469.5,132160,53524.8,195,12229.62963,60,4029.62963,6573239.489,4955296.864,22254.22221,19583.71554,24924.72887,11528536.35,10145111.99,12911960.72,97.4267674,322.4714595,322.4714595,0.272518132,0.111419865,359492969,0.313723646
Grundy,Illinois,17063,81980.2864,431,504,819.802864,103700,92520,102840,41650.2,92280,37373.4,198,12417.77778,57,3828.148148,4657820.84,3165147.192,19478.14901,17140.77113,21815.5269,7822968.032,6884211.868,8761724.196,95.42499027,215.128479,215.128479,0.262414891,0.108226632,359492969,0.313723646
Iroquois,Illinois,17075,257697.32,1470,455,2576.9732,330900,285300,327800,132759,284400,115182,179,11226.17284,56,3760.987654,13785968.91,9843484.96,16897.02327,14869.38048,18924.66606,23629453.87,20793919.41,26464988.34,91.69460464,694.5734376,694.5734376,0.269530718,0.110397295,359492969,0.313723646
Kane,Illinois,17089,75920.6912,590,286,759.206912,76320,55860,74760,30277.8,55680,22550.4,188,11790.61728,58,3895.308642,3647888.564,2204944.13,8929.497351,7857.957668,10001.03703,5852832.694,5150492.771,6555172.617,77.09140422,226.0515704,226.0515704,0.297746987,0.118858218,359492969,0.313723646
Kankakee,Illinois,17091,144190.552,818,419,1441.90552,186300,134200,183340,74252.7,133820,54197.1,167,10473.58025,52,3492.345679,7073941.83,4229296.214,13302.55661,11706.24981,14898.8634,11303238.04,9946849.479,12659626.61,78.3909756,382.1708379,382.1708379,0.265045686,0.109159226,359492969,0.313723646
Kendall,Illinois,17093,65985.2016,364,356,659.852016,75300,62750,74700,30253.5,62500,25312.5,207,12982.22222,60,4029.62963,3891205.285,2482449.44,13926.66107,12255.46174,15597.8604,6373654.725,5608816.158,7138493.292,96.59218385,190.4902263,190.4902263,0.288686284,0.116040524,359492969,0.313723646
Lake,Illinois,17097,15210.0448,349,86,152.100448,8700,8700,7900,3199.5,8640,3499.2,151,9470.123457,45,3022.222222,359533.7963,308260.5057,1529.204933,1345.700341,1712.709525,667794.302,587658.9857,747929.6182,43.9048215,52.58951058,52.58951058,0.345755133,0.132147234,359492969,0.313723646
Lee,Illinois,17103,160841.2672,835,442,1608.412672,252200,118500,249900,101209.5,118160,47854.8,196,12292.34568,60,4029.62963,12245326.99,4662574.027,18817.82837,16559.68896,21075.96777,16907901.01,14878952.89,18936849.13,105.1216601,461.2947364,461.2947364,0.286801232,0.115695442,359492969,0.313723646
Livingston,Illinois,17105,247291.1536,1349,486,2472.911536,299200,280800,296000,119880,280000,113400,205,12856.79012,59,3962.469136,14181307.33,10156327.3,19371.40312,17046.83475,21695.97149,24337634.63,21417118.48,27258150.79,98.41692384,662.9980199,662.9980199,0.268104221,0.110016976,359492969,0.313723646
McHenry,Illinois,17111,92798.3008,911,257,927.983008,91920,60080,89000,36045,59940,24275.7,187,11727.90123,55,3693.82716,4352011.273,2267742.686,7424.889086,6533.902396,8315.875777,6619753.959,5825383.484,7414124.434,71.33486176,278.3757349,278.3757349,0.299979345,0.119424747,359492969,0.313723646
McLean,Illinois,17113,262390.4544,1489,465,2623.904544,318500,303100,316100,128020.5,302400,122472,217,13609.38272,65,4365.432099,16982896.67,12802023.78,21377.4741,18812.17721,23942.77099,29784920.45,26210729.99,33359110.9,113.5137348,745.2612202,745.2612202,0.284027566,0.114686581,359492969,0.313723646
Macon,Illinois,17115,121687.5408,674,499,1216.875408,153600,128800,152360,61705.8,128420,52010.1,222,13922.96296,69,4634.074074,7003879.961,4826723.939,19647.91037,17290.16113,22005.65962,11830603.9,10410931.43,13250276.37,97.22116021,289.0638776,289.0638776,0.237545993,0.101034924,359492969,0.313723646
Marshall,Illinois,17123,79145.312,440,475,791.45312,100040,79440,98880,40046.4,79180,32067.9,212,13295.80247,62,4163.950617,4689158.405,2888775.023,18419.34672,16209.02512,20629.66833,7577933.428,6668581.417,8487285.439,95.74709148,203.0994441,203.0994441,0.256615887,0.106589259,359492969,0.313723646
Piatt,Illinois,17147,104070.3936,426,608,1040.703936,133800,125500,132860,53808.3,125120,50673.6,226,14173.82716,72,4835.555556,6930561.149,5469918.971,29340.66183,25819.78241,32861.54124,12400480.12,10912422.51,13888537.73,119.1547345,275.5661468,275.5661468,0.264788224,0.109037206,359492969,0.313723646
Putnam,Illinois,17155,25204.1328,183,329,252.041328,35300,24875,34920,14142.6,24700,10003.5,202,12668.64198,59,3962.469136,1914295.406,1040371.067,15620.23725,13745.80878,17494.66572,2954666.472,2600106.496,3309226.449,117.2294439,78.46718376,78.46718376,0.311326656,0.124005342,359492969,0.313723646
Tazewell,Illinois,17179,118744.8992,942,358,1187.448992,145300,119100,143500,58117.5,118680,48065.4,220,13797.53086,65,4365.432099,8227859.942,5288824.44,16504.15371,14523.65526,18484.65215,13516684.38,11894682.26,15138686.51,113.8296,355.0260542,355.0260542,0.298982151,0.118334579,359492969,0.313723646
Will,Illinois,17197,112357.5856,882,266,1123.575856,93450,106020,92425,37432.125,105780,42840.9,180,11288.88889,53,3559.506173,4202517.938,3725486.484,7601.479791,6689.302216,8513.657366,7928004.421,6976643.891,8879364.952,70.56047332,325.5989261,325.5989261,0.289788112,0.116548289,359492969,0.313723646
Woodford,Illinois,17203,107012.4144,958,337,1070.124144,129700,118200,128680,52115.4,117880,47741.4,217,13609.38272,63,4231.111111,7171559.679,5017408.436,15545.9656,13680.44973,17411.48147,12188968.11,10726291.94,13651644.29,113.9023746,315.2898191,315.2898191,0.294629199,0.117159847,359492969,0.313723646
Boone,Iowa,19015,116997.552,938,334,1169.97552,162000,104000,160220,64889.1,103440,41893.2,193,12104.19753,54,3626.666667,8703412.482,4135744.97,14844.35186,13063.02964,16625.67408,12839157.45,11298458.56,14379856.35,109.7386846,377.7680802,377.7680802,0.322885457,0.125415012,724886364,0.365028821
Buena Vista,Iowa,19021,133794.0384,858,421,1337.940384,167800,142600,164660,66687.3,141720,57396.6,191,11978.76543,56,3760.987654,8441437.743,5603637.882,17898.82156,15750.96297,20046.68015,14045075.62,12359666.55,15730484.7,104.9753471,411.9691165,411.9691165,0.30791291,0.12150153,724886364,0.365028821
Calhoun,Iowa,19025,132475.792,826,434,1324.75792,178100,135600,175920,71247.6,134740,54569.7,195,12229.62963,55,3693.82716,8928520.948,5073934.716,18578.57647,16349.14729,20808.00565,14002455.66,12322160.98,15682750.34,105.6982219,395.5479817,395.5479817,0.29858133,0.118772899,724886364,0.365028821
Cerro Gordo,Iowa,19033,119987.0496,780,419,1199.870496,170200,107980,167980,68031.9,107360,43480.8,189,11853.33333,54,3626.666667,8555223.543,4109643.899,17911.6387,15762.24205,20061.03534,12664867.44,11145083.35,14184651.53,105.5519532,370.9191956,370.9191956,0.309132691,0.122913488,724886364,0.365028821
Clay,Iowa,19041,123297.9376,720,443,1232.979376,153900,128300,147980,59931.9,127580,51669.9,185,11602.46914,55,3693.82716,7030230.686,4740193.389,17127.54225,15072.23718,19182.84732,11770424.08,10357973.19,13182874.96,95.46326811,363.2315725,363.2315725,0.294596633,0.117529785,724886364,0.365028821
Dallas,Iowa,19049,113156.4032,1001,306,1131.564032,138200,101880,136020,55088.1,101080,40937.4,188,11790.61728,54,3626.666667,7621003.869,4279238.613,13033.26201,11469.27057,14597.25345,11900242.48,10472213.38,13328271.58,105.1663198,386.8687505,386.8687505,0.341888519,0.129011388,724886364,0.365028821
Dickinson,Iowa,19059,75605.664,441,425,756.05664,92200,81260,89980,36441.9,80780,32715.9,179,11226.17284,52,3492.345679,4439595.495,3045843.066,17041.46282,14996.48729,19086.43836,7485438.561,6587185.934,8383691.189,99.00631997,239.0736258,239.0736258,0.316211264,0.124638804,724886364,0.365028821
Emmet,Iowa,19063,86608,475,461,866.08,119500,89140,117720,47676.6,88360,35785.8,186,11665.18519,52,3492.345679,6070526.231,3351028.655,20310.49562,17873.23615,22747.7551,9421554.886,8290968.3,10552141.47,108.783887,275.4571858,275.4571858,0.31805051,0.124915685,724886364,0.365028821
Franklin,Iowa,19069,133206.5824,853,417,1332.065824,204900,109520,201140,81461.7,108840,44080.2,195,12229.62963,56,3760.987654,10925407.16,4466188.844,19514.12344,17172.42863,21855.81825,15391596.01,13544604.49,17238587.53,115.5468126,425.6603659,425.6603659,0.319549048,0.125240413,724886364,0.365028821
Greene,Iowa,19073,130050.7632,780,458,1300.507632,173100,124700,170400,69012,123900,50179.5,195,12229.62963,56,3760.987654,9204467.468,5056031.221,20339.59538,17898.84393,22780.34682,14260498.69,12549238.85,15971758.53,109.6533257,413.2761324,413.2761324,0.317780628,0.123886382,724886364,0.365028821
Hamilton,Iowa,19079,128049.2144,761,430,1280.492144,197200,113000,195520,79185.6,112340,45497.7,192,12041.48148,53,3559.506173,10349533.72,4318118.977,19948.35915,17554.55605,22342.16225,14667652.7,12907534.38,16427771.02,114.5469948,404.9843483,404.9843483,0.316272419,0.12428225,724886364,0.365028821
Hancock,Iowa,19081,128981.4,889,397,1289.814,192800,112000,189040,76561.2,111160,45019.8,190,11916.04938,55,3693.82716,9628838.725,4311553.497,17377.74565,15292.41618,19463.07513,13940392.22,12267545.16,15613239.29,108.0806397,396.6675225,396.6675225,0.307538546,0.122774654,724886364,0.365028821
Hardin,Iowa,19083,120916.176,819,406,1209.16176,188900,98500,185820,75257.1,97920,39657.6,200,12543.20988,55,3693.82716,10954475.13,4175987.261,20575.42683,18106.37561,23044.47805,15130462.39,13314806.91,16946117.88,125.1318301,408.8711621,408.8711621,0.338144304,0.129725075,724886364,0.365028821
Humboldt,Iowa,19091,99629.9712,574,409,996.299712,138700,100400,135720,54966.6,99580,40329.9,187,11727.90123,54,3626.666667,6557503.249,3654894.85,16979.15459,14941.65604,19016.65314,10212398.1,8986910.327,11437885.87,102.5032726,295.3085463,295.3085463,0.296405331,0.118570144,724886364,0.365028821
Kossuth,Iowa,19109,223484.6928,1349,444,2234.846928,320400,216900,315100,127615.5,214580,86904.9,192,12041.48148,57,3828.148148,16319421.96,8679109.846,20114.29031,17700.57547,22528.00514,24998531.81,21998707.99,27998355.63,111.8579152,691.5695712,691.5695712,0.309448295,0.122655267,724886364,0.365028821
O'Brien,Iowa,19141,127053.6368,884,344,1270.536368,170100,140500,160540,65018.7,139680,56570.4,201,12605.92593,60,4029.62963,8181482.884,5589772.531,15100.798,13288.70224,16912.89376,13771255.41,12118704.76,15423806.06,108.3893052,369.5496242,369.5496242,0.290861115,0.11692929,724886364,0.365028821
Osceola,Iowa,19143,88939.8272,555,429,889.398272,125200,102200,120860,48948.3,101500,41107.5,194,12166.91358,56,3760.987654,6030952.947,3846020.882,19294.78471,16979.41055,21610.15888,9876973.83,8691736.97,11062210.69,111.0523164,262.4404995,262.4404995,0.295076467,0.118134362,724886364,0.365028821
Palo Alto,Iowa,19147,125082.752,874,410,1250.82752,178400,112000,173880,70421.4,110640,44809.2,181,11351.60494,53,3559.506173,8533906.44,4182766.835,16881.65285,14855.85451,18907.4512,12716673.28,11190672.48,14242674.07,101.6660816,389.0899852,389.0899852,0.311066057,0.12287716,724886364,0.365028821
Pocahontas,Iowa,19151,134951.208,742,448,1349.51208,183700,141200,180720,73191.6,140360,56845.8,190,11916.04938,54,3626.666667,8806472.335,5113699.739,18715.47546,16469.6184,20961.33251,13920172.07,12249751.42,15590592.72,103.1496663,397.056113,397.056113,0.294221978,0.117819355,724886364,0.365028821
Polk,Iowa,19153,83301.4944,773,256,833.014944,81600,69120,80060,32424.3,68080,27572.4,190,11916.04938,53,3559.506173,4631208.471,2889858.04,9360.986636,8237.668239,10484.30503,7521066.51,6618538.529,8423594.492,90.28729394,290.9449951,290.9449951,0.349267438,0.131586553,724886364,0.365028821
Sac,Iowa,19161,131662.472,914,391,1316.62472,166500,133800,162700,65893.5,133100,53905.5,200,12543.20988,59,3962.469136,9500136.765,6031124.926,18679.98457,16438.38642,20921.58271,15531261.69,13667510.29,17395013.09,117.9627076,440.9681958,440.9681958,0.334923224,0.128787863,724886364,0.365028821
Story,Iowa,19169,120021.832,966,317,1200.21832,165900,112500,163180,66087.9,111880,45311.4,192,12041.48148,52,3492.345679,8848993.227,4322524.414,14089.31412,12398.59643,15780.03182,13171517.64,11590935.52,14752099.76,109.7426812,388.8829573,388.8829573,0.324010183,0.125570097,724886364,0.365028821
Webster,Iowa,19187,156025.696,968,422,1560.25696,211700,154500,208340,84377.7,153620,62216.1,195,12229.62963,54,3626.666667,10434898.87,5605036.464,17570.08889,15461.67822,19678.49956,16039935.34,14115143.09,17964727.58,102.8031648,459.7376334,459.7376334,0.294655076,0.117912698,724886364,0.365028821
Winnebago,Iowa,19189,88911.1456,642,367,889.111456,128800,84340,127260,51540.3,83800,33939,192,12041.48148,56,3760.987654,7048858.118,3561341.458,17737.33769,15608.85717,19865.81821,10610199.58,9336975.627,11883423.52,119.3348652,294.2488549,294.2488549,0.330947097,0.130181185,724886364,0.365028821
Worth,Iowa,19195,88607.9296,640,367,886.079296,115500,86020,113100,45805.5,84660,34287.3,190,11916.04938,55,3693.82716,5747059,3275867.684,15135.47053,13319.21407,16951.727,9022926.684,7940175.482,10105677.89,101.829788,271.8535401,271.8535401,0.306804979,0.122327742,724886364,0.365028821
Wright,Iowa,19197,134744.9184,775,464,1347.449184,186100,129600,184220,74609.1,128800,52164,190,11916.04938,53,3559.506173,9311293.495,4777132.839,19648.21463,17290.42887,22006.00038,14088426.33,12397815.17,15779037.49,104.556272,411.2112492,411.2112492,0.305177556,0.121368404,724886364,0.365028821
Becker,Minnesota,27005,102133.488,1107,393,1021.33488,59000,82175,52600,21303,81600,33048,154,9658.271605,40,2686.419753,2595634.877,2751333.49,8332.724524,7332.797581,9332.651467,5346968.367,4705332.163,5988604.571,52.35274416,375.4380228,375.4380228,0.367595419,0.137817717,548010849,0.331224973
Big Stone,Minnesota,27011,95076.0224,400,622,950.760224,96800,113600,95100,38515.5,112740,45659.7,178,11163.45679,47,3156.54321,4892415.389,4028604.57,23636.81274,20800.39521,26473.23027,8921019.959,7850497.564,9991542.354,93.83038682,315.2294343,315.2294343,0.331555135,0.128531485,548010849,0.331224973
Blue Earth,Minnesota,27013,147352.4192,1070,352,1473.524192,188600,170800,184820,74852.1,169500,68647.5,186,11665.18519,54,3626.666667,9214118.794,6453737.661,15158.28263,13339.28871,16977.27654,15667856.45,13787713.68,17547999.23,106.329143,453.0875424,453.0875424,0.307485649,0.121543844,548010849,0.331224973
Brown,Minnesota,27015,125497.1264,1055,309,1254.971264,158800,127300,149720,60636.6,126240,51127.2,180,11288.88889,52,3492.345679,7260162.805,4652113.629,11878.85235,10453.39006,13304.31463,11912276.43,10482803.26,13341749.61,94.92071074,387.8472993,387.8472993,0.309048749,0.122330262,548010849,0.331224973
Carver,Minnesota,27019,44234.152,789,197,442.34152,57360,40800,53400,21627,40200,16281,179,11226.17284,51,3425.185185,3051223.969,1721598.901,8608.725509,7575.678448,9641.77257,4772822.87,4200084.125,5345561.614,107.8990475,161.9833809,161.9833809,0.366195289,0.138498768,548010849,0.331224973
Chippewa,Minnesota,27023,123830.9776,674,497,1238.309776,147300,106700,143600,58158,105580,42759.9,188,11790.61728,50,3358.024691,7006418.837,3604055.055,17247.13217,15177.47631,19316.78803,10610473.89,9337217.025,11883730.76,85.68513387,368.6770144,368.6770144,0.297725998,0.11913014,548010849,0.331224973
Clay,Minnesota,27027,215191.9568,804,760,2151.919568,129700,187400,127160,51499.8,186220,75419.1,163,10222.71605,41,2753.580247,5407679.26,5240092.201,15230.04904,13402.44316,17057.65493,10647771.46,9370038.885,11925504.04,49.48034127,644.0681006,644.0681006,0.299299337,0.119213325,548010849,0.331224973
Cottonwood,Minnesota,27033,140390.52,813,459,1403.9052,177400,159500,173920,70437.6,158260,64095.3,190,11916.04938,54,3626.666667,9252557.741,6294765.354,20586.64379,18116.24654,23057.04104,15547323.1,13681644.32,17413001.87,110.743397,450.9510609,450.9510609,0.321211903,0.12530579,548010849,0.331224973
Dakota,Minnesota,27037,72530.928,892,246,725.30928,89780,48740,87020,35243.1,48340,19577.7,191,11978.76543,52,3492.345679,4822758.467,1918708.52,9260.220081,8148.993671,10371.44649,6741466.987,5932490.949,7550443.026,92.94610138,241.4344583,241.4344583,0.332871045,0.129896383,548010849,0.331224973
Douglas,Minnesota,27041,81863.8384,1091,245,818.638384,61025,69850,55950,22659.75,69350,28086.75,168,10536.2963,44,2955.061728,3098589.597,2646121.467,6963.012809,6127.451272,7798.574346,5744711.064,5055345.737,6434076.392,70.17397641,309.5848814,309.5848814,0.378170493,0.142473165,548010849,0.331224973
Faribault,Minnesota,27043,157989.9232,824,473,1579.899232,211200,170000,207540,84053.7,168260,68145.3,191,11978.76543,56,3760.987654,10503763.05,6568021.966,20699.77902,18215.80554,23183.7525,17071785.02,15023170.82,19120399.22,108.0561638,480.255203,480.255203,0.303978376,0.120729932,548010849,0.331224973
Freeborn,Minnesota,27047,147890.6416,1122,340,1478.906416,197800,146000,194060,78594.3,144780,58635.9,189,11853.33333,55,3693.82716,10461844.37,5974996.207,15304.23374,13467.72569,17140.74179,16436840.57,14464419.7,18409261.44,111.1418572,483.9316993,483.9316993,0.327222665,0.128954241,548010849,0.331224973
Grant,Minnesota,27051,109444.832,542,559,1094.44832,125875,115000,122875,49764.375,114250,46271.25,176,11038.02469,46,3089.382716,6205099.441,3966820.38,21041.3936,18516.42637,23566.36083,10171919.82,8951289.442,11392550.2,92.94107026,360.2473212,360.2473212,0.329158823,0.127571205,548010849,0.331224973
Jackson,Minnesota,27063,152484.6064,826,433,1524.846064,188400,170800,185300,75046.5,168920,68412.6,186,11665.18519,52,3492.345679,9146245.789,6131897.255,17570.63626,15462.15991,19679.11262,15278143.04,13444765.88,17111520.21,100.1946584,464.2088989,464.2088989,0.304430008,0.120860575,548010849,0.331224973
Kandiyohi,Minnesota,27067,134655.2016,1310,317,1346.552016,164000,106900,153380,62118.9,106100,42970.5,185,11602.46914,50,3358.024691,8321863.147,4092808.684,11836.58428,10416.19417,13256.9744,12414671.83,10924911.21,13904432.45,92.19600642,453.0396323,453.0396323,0.336444212,0.13135972,548010849,0.331224973
Kittson,Minnesota,27069,203640.6224,544,865,2036.406224,17100,142700,15700,6358.5,141600,57348,132,8278.518519,32,2149.135802,520275.6713,2992465.242,6043.003336,5317.842935,6768.163736,3512740.913,3091212.004,3934269.823,17.24970623,586.4855339,586.4855339,0.288000266,0.116322979,548010849,0.331224973
Lac qui Parle,Minnesota,27073,153112.9168,852,524,1531.129168,175400,177900,171600,69498,176020,71288.1,185,11602.46914,52,3492.345679,8837785.005,6703100.473,21540.22525,18955.39822,24125.05228,15540885.48,13675979.22,17405791.74,101.4995064,488.9891292,488.9891292,0.319365041,0.12513179,548010849,0.331224973
Le Sueur,Minnesota,27079,71397.7088,1051,230,713.977088,94440,89340,90120,36498.6,88660,35907.3,188,11790.61728,52,3492.345679,5259817.46,3765118.584,11774.50659,10361.5658,13187.44738,9024936.044,7941943.719,10107928.37,126.4037207,254.2780483,254.2780483,0.356143149,0.135209046,548010849,0.331224973
Lincoln,Minnesota,27081,98553.6016,699,416,985.536016,116500,104166,109850,44489.25,103533,41930.865,177,11100.74074,50,3358.024691,5861913.839,4105545.354,17039.63628,14994.87992,19084.39263,9967459.193,8771364.09,11163554.3,101.1374423,340.8564818,340.8564818,0.345858981,0.132331435,548010849,0.331224973
Lyon,Minnesota,27083,148718.9232,904,457,1487.189232,187400,157500,180840,73240.2,155400,62937,182,11414.32099,52,3492.345679,9526664.624,6152977.071,19513.76745,17172.11536,21855.41955,15679641.69,13798084.69,17561198.7,105.4313826,493.8262555,493.8262555,0.33205341,0.12812549,548010849,0.331224973
Mahnomen,Minnesota,27087,63306.9408,310,696,633.069408,37600,70400,36500,14782.5,69725,28238.625,146,9156.54321,37,2484.938272,1700358.157,2165413.721,17212.70627,15147.18152,19278.23102,3865771.877,3401879.252,4329664.503,61.06395015,231.7282439,231.7282439,0.366039238,0.137381945,548010849,0.331224973
Marshall,Minnesota,27089,322242.0272,1148,714,3222.420272,42700,273600,40950,16584.75,271200,109836,130,8153.08642,31,2081.975309,1354175.245,5625808.428,6263.620845,5511.986344,7015.255347,6979983.673,6142385.632,7817581.714,21.66068695,940.356968,940.356968,0.291816985,0.117555496,548010849,0.331224973
Martin,Minnesota,27091,158688.9792,897,478,1586.889792,224000,159100,220340,89237.7,157660,63852.3,190,11916.04938,55,3693.82716,11397900.78,6210378.732,21480.92985,18903.21827,24058.64143,17608279.51,15495285.97,19721273.05,110.9609476,495.6300689,495.6300689,0.312327971,0.123030909,548010849,0.331224973
Murray,Minnesota,27101,150333.1216,895,456,1503.331216,182900,169200,172680,69935.4,167380,67788.9,184,11539.75309,52,3492.345679,9000340.834,6485776.048,19024.25783,16741.34689,21307.16877,15486116.88,13627782.86,17344450.91,103.012009,488.5249203,488.5249203,0.324961602,0.126409676,548010849,0.331224973
Nicollet,Minnesota,27103,87256.3328,764,359,872.563328,118400,81940,111780,45270.9,81240,32902.2,192,12041.48148,55,3693.82716,5768313.532,3159163.308,14875.8314,13090.73163,16660.93117,8927476.84,7856179.619,9998774.061,102.3132253,269.0378816,269.0378816,0.308330494,0.12227862,548010849,0.331224973
Nobles,Minnesota,27105,155330.8704,995,382,1553.308704,212800,177600,202580,82044.9,176280,71393.4,179,11226.17284,51,3425.185185,9654243.266,6296479.683,15886.96658,13980.53059,17793.40257,15950722.95,14036636.2,17864809.7,102.6886858,474.4160464,474.4160464,0.305422898,0.121005771,548010849,0.331224973
Norman,Minnesota,27107,188044.7888,610,873,1880.447888,95150,195750,93575,37897.875,194075,78600.375,152,9532.839506,38,2552.098765,3733339.654,5092173.814,16593.88005,14602.61444,18585.14566,8825513.468,7766451.852,9884575.084,46.93303933,566.2240816,566.2240816,0.301111286,0.119949917,548010849,0.331224973
Otter Tail,Minnesota,27111,218932.6704,3033,291,2189.326704,166400,163100,154180,62442.9,161960,65593.8,170,10661.7284,42,2820.740741,8523284.267,5818928.453,7720.645242,6794.167813,8647.122672,14342212.72,12621147.19,16063278.25,65.50969617,816.7206545,816.7206545,0.373046496,0.139961817,548010849,0.331224973
Pennington,Minnesota,27113,118831.248,515,528,1188.31248,15600,125425,14400,5832,124675,50493.375,124,7776.790123,32,2149.135802,468771.8045,2755260.134,5801.731457,5105.523682,6497.939232,3224031.938,2837148.105,3610915.771,27.13117965,357.8828746,357.8828746,0.301168994,0.12041875,548010849,0.331224973
Pipestone,Minnesota,27117,94717.6528,637,380,947.176528,113250,90833,101375,41056.875,90066,36476.73,180,11288.88889,50,3358.024691,4878836.274,3167376.57,13073.7209,11504.87439,14642.56741,8046212.845,7080667.303,9011758.386,84.94945353,290.52048,290.52048,0.306722635,0.121268612,548010849,0.331224973
Polk,Minnesota,27119,392682.7856,1322,828,3926.827856,75900,298400,73566,29794.23,296300,120001.5,151,9470.123457,39,2619.259259,2928135.565,8012892.129,9343.32841,8222.129001,10464.52782,10941027.69,9628104.371,12253951.02,27.86225446,1187.440635,1187.440635,0.302391823,0.120199478,548010849,0.331224973
Pope,Minnesota,27121,109243.9264,931,359,1092.439264,110100,86700,105300,42646.5,85980,34821.9,182,11414.32099,48,3223.703704,6097769.255,3454346.141,12713.10785,11187.53491,14238.68079,9552115.396,8405861.548,10698369.24,87.43841155,398.7507217,398.7507217,0.365009511,0.138524138,548010849,0.331224973
Redwood,Minnesota,27127,192062.2992,1163,448,1920.622992,236300,208800,231300,93676.5,206800,83754,186,11665.18519,52,3492.345679,11472740.16,7543769.446,17964.77246,15808.99976,20120.54515,19016509.61,16734528.45,21298490.76,99.01219388,587.5619427,587.5619427,0.305922581,0.121295232,548010849,0.331224973
Renville,Minnesota,27129,213942.7328,1061,586,2139.427328,269700,210600,262400,106272,208740,84539.7,185,11602.46914,51,3425.185185,12750763.92,7355842.97,22304.57166,19628.02306,24981.12026,20106606.89,17693814.07,22519399.72,93.98125672,644.6606161,644.6606161,0.301323914,0.120069213,548010849,0.331224973
Rice,Minnesota,27131,78555.8432,1304,181,785.558432,86660,69540,81500,33007.5,68980,27936.9,187,11727.90123,53,3559.506173,4758401.99,3002734.412,7242.365186,6373.281364,8111.449008,7761136.402,6829800.034,8692472.77,98.7976971,281.3671307,281.3671307,0.358174668,0.137099556,548010849,0.331224973
Rock,Minnesota,27133,107838.4576,689,407,1078.384576,143300,109600,130140,52706.7,108020,43748.1,188,11790.61728,56,3760.987654,6728189.45,4376003.98,16973.16305,14936.38349,19009.94262,11104193.43,9771690.219,12436696.64,102.9706255,340.2014667,340.2014667,0.315473231,0.12382999,548010849,0.331224973
Roseau,Minnesota,27135,214595.6928,977,569,2145.956928,12200,160600,8815,3570.075,159240,64492.2,120,7525.925926,31,2081.975309,258926.0048,3178644.205,3691.457441,3248.482548,4134.432334,3437570.21,3025061.785,3850078.635,16.01882202,602.5957475,602.5957475,0.280805146,0.114121738,548010849,0.331224973
Scott,Minnesota,27139,36796.2256,847,167,367.962256,34300,29575,31625,12808.125,29275,11856.375,180,11288.88889,51,3425.185185,1863550.137,1285763.433,5788.741097,5094.092165,6483.390028,3149313.57,2771395.942,3527231.199,85.58795145,138.189253,138.189253,0.375552793,0.141553418,548010849,0.331224973
Sibley,Minnesota,27143,117889.5728,949,365,1178.895728,153400,114700,145040,58741.2,113620,46016.1,180,11288.88889,52,3492.345679,6918829.967,4118949.226,13840.577,12179.70776,15501.44623,11037779.19,9713245.69,12362312.7,93.62812106,358.4104878,358.4104878,0.304022213,0.120981729,548010849,0.331224973
Steele,Minnesota,27147,89024.264,796,299,890.24264,116000,77520,112580,45594.9,76660,31047.3,195,12229.62963,55,3693.82716,6369376.243,3218018.236,13041.22587,11476.27876,14606.17297,9587394.479,8436907.141,10737881.82,107.6941729,296.3073292,296.3073292,0.332838842,0.130296214,548010849,0.331224973
Stevens,Minnesota,27149,120160.7632,560,570,1201.607632,148400,109800,128840,52180.2,108980,44136.9,187,11727.90123,48,3223.703704,6841062.62,3907286.28,20649.47224,18171.53557,23127.4089,10748348.9,9458547.032,12038150.77,89.44973895,391.405456,391.405456,0.325734829,0.127199416,548010849,0.331224973
Swift,Minnesota,27151,145682.504,801,451,1456.82504,187700,129500,177640,71944.2,128540,52058.7,185,11602.46914,49,3290.864198,8907935.666,4491122.519,16799.58063,14783.63096,18815.53031,13399058.19,11791171.2,15006945.17,91.97438139,453.0070183,453.0070183,0.310954992,0.123000853,548010849,0.331224973
